query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
Describe Riven's role as a Noxian Captain and its contrast with her present status as an Exile.,Hybrid,Vector,0,0.0,0.0,0.0,10,15.75
Tell me about Riven's older brother and his role in Noxus.,Adversarial,Vector,0,0.0,0.0,0.0,0,9.98
What is Riven's relationship with her biological sister?,Adversarial,Vector,0,0.0,0.0,0.0,0,11.6
What are Rumble's primary weapons or inventions?,Graph,Vector,0,0.0,0.0,0.0,10,5.01
Where does Rumble currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,3.26
Who are some of the yordles related to Rumble?,Graph,Vector,0,0.0,0.0,0.0,10,6.31
What are Rumble's notable occupations or roles?,Graph,Vector,0,0.0,0.0,0.0,7,10.84
Describe Rumble's personality and how his early life experiences shaped him.,Vector,Vector,1,0.0,0.0,0.0,5,14.36
What happened when Rumble tried to greet Heimerdinger's human students in Bandle City?,Vector,Vector,1,0.0,0.0,0.0,10,7.21
Why did Rumble reject Heimerdinger's offer to attend his academy?,Vector,Vector,1,0.0,0.0,0.0,10,4.04
What did Rumble do after being beaten up by the human students and leaving Bandle City?,Vector,Vector,1,0.0,0.0,0.0,10,3.4
"Considering Rumble's origins in Bandle City and his rejection of Heimerdinger's academy, how did his experience in Bandle City influence his view on technology?",Hybrid,Vector,0,0.0,0.0,0.0,6,10.37
"How did Rumble's difficult experiences in Bandle City, particularly with other yordles and human students, shape his relationship with his invention, Tristy?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.95
Who was Rumble's older sibling in Bandle City?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.47
Was Heimerdinger a betrayer to Rumble?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.18
What is Ryze's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,5.59
In which region does Ryze operate?,Graph,Vector,0,0.0,0.0,0.0,9,2.7
Who was Ryze's mentor?,Graph,Vector,0,0.0,0.0,0.0,10,3.83
Is Brand related to Ryze?,Graph,Vector,0,0.0,0.0,0.0,10,6.5
Can you describe Ryze's early life?,Vector,Vector,1,0.0,0.0,0.0,6,9.36
What motivated Ryze and Tyrus to travel across Valoran?,Vector,Vector,1,0.0,0.0,0.0,5,6.08
What is Ryze's current age range?,Vector,Vector,1,0.0,0.0,0.0,10,6.29
What was Ryze's role as an apprentice to Tyrus?,Vector,Vector,1,0.0,0.0,0.0,9,4.47
"As a Guardian of Runeterra, how did the paranoia surrounding World Runes impact Ryze's early travels?",Hybrid,Vector,0,0.0,0.0,0.0,10,7.67
Ryze is an Archmage and apprentice to Tyrus. How did his apprenticeship shape his understanding of dangerous artifacts?,Hybrid,Vector,0,0.0,0.0,0.0,9,7.28
Who is Ryze's older brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.06
Who betrayed Ryze?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.33
List Samira's weapons.,Graph,Vector,0,0.0,0.0,0.0,10,4.62
What regions is Samira associated with in her lore?,Graph,Vector,0,0.0,0.0,0.0,5,5.78
Who are the characters directly related to Samira in the lore?,Graph,Vector,0,0.0,0.0,0.0,8,4.26
What is Samira's current place of residence?,Graph,Vector,0,0.0,0.0,0.0,10,1.78
Describe Samira's early life and experiences.,Vector,Vector,1,0.0,0.0,0.0,0,14.74
What specific event caused Samira's permanent injury to her right eye?,Vector,Vector,1,0.0,0.0,0.0,5,5.53
What are Samira's primary occupations?,Vector,Vector,1,0.0,0.0,0.0,5,2.9
What was the consequence for Captain Indari during the Rokrund attack?,Vector,Vector,1,0.0,0.0,0.0,5,5.88
How did Samira's experiences during the Rokrund attack in Shurima shape her current career as a mercenary in Noxus?,Hybrid,Vector,0,0.0,0.0,0.0,10,12.54
Explain the events at Rokrund Plains and their impact on Samira and Captain Indari.,Hybrid,Vector,0,0.0,0.0,0.0,4,17.03
Does Samira have a brother mentioned in her lore?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.36
Identify the traitor Samira encountered during the Rokrund uprising.,Adversarial,Vector,0,0.0,0.0,0.0,0,4.58
What weapons does Sejuani wield?,Graph,Vector,0,0.0,0.0,0.0,10,5.6
In which region does Sejuani primarily reside?,Graph,Vector,0,0.0,0.0,0.0,10,4.57
Who is Sejuani's oathfather?,Graph,Vector,0,0.0,0.0,0.0,0,4.89
What faction does Sejuani lead?,Graph,Vector,0,0.0,0.0,0.0,5,3.89
Describe Sejuani's early life experiences with her mother and grandmother.,Vector,Vector,1,0.0,0.0,0.0,10,11.48
What did Sejuani observe during her visit to the Avarosan that influenced her?,Vector,Vector,1,0.0,0.0,0.0,6,5.45
How did Sejuani view Grena?,Vector,Vector,1,0.0,0.0,0.0,0,4.94
Who was Grena's daughter that Sejuani met?,Vector,Vector,1,0.0,0.0,0.0,5,3.8
"Considering Sejuani's upbringing in the harsh Freljord and her mother's neglect, how did her admiration for Grena's leadership shape her own path as a Warmother of the Winter's Claw?",Hybrid,Vector,0,0.0,0.0,0.0,7,13.15
"How did Sejuani's relationship with Ashe, fostered during their youth in the Freljord, evolve given their differing leadership styles and tribal affiliations?",Hybrid,Vector,0,0.0,0.0,0.0,3,20.07
Who is the anh trai (older brother) mentioned in Sejuani's family?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.72
Who is the kẻ phản bội (traitor) that Sejuani's mother Kalkia may have been associated with?,Adversarial,Vector,0,0.0,0.0,0.0,6,6.62
What weapon does Senna wield?,Graph,Vector,0,0.0,0.0,0.0,0,3.99
Where was Senna originally from?,Graph,Vector,0,0.0,0.0,0.0,10,6.32
Who is Senna married to?,Graph,Vector,0,0.0,0.0,0.0,10,5.5
List some characters who are closely connected to Senna.,Graph,Vector,0,0.0,0.0,0.0,5,18.53
Describe Senna's childhood and her first encounter with the Black Mist.,Vector,Vector,1,0.0,0.0,0.0,8,17.78
What is Senna's current existence status?,Vector,Vector,1,0.0,0.0,0.0,10,6.29
What are Senna's primary roles as a Sentinel of Light?,Vector,Vector,1,0.0,0.0,0.0,10,6.09
Why did Senna keep people at a distance from herself?,Vector,Vector,1,0.0,0.0,0.0,10,7.41
How did Urias's training prepare Senna for her fight against the Black Mist?,Hybrid,Vector,0,0.0,0.0,0.0,8,7.01
What was the significance of Urias's death to Senna and Lucian?,Hybrid,Vector,0,0.0,0.0,0.0,5,7.34
"Did Senna have any siblings, such as a brother or sister?",Adversarial,Vector,0,0.0,0.0,0.0,10,5.39
Who were the primary betrayers Senna faced during her early life on her home island?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.39
What weapon does Seraphine use?,Graph,Vector,0,1.0,3.0,1.5,5,4.64
In which regions does Seraphine perform?,Graph,Vector,0,0.67,2.0,1.0,10,5.51
What is the name of Seraphine's pet?,Graph,Vector,0,0.67,2.0,1.0,10,5.28
What is Seraphine's occupation?,Graph,Vector,0,0.33,1.0,0.5,10,5.6
How did Seraphine's father help her with her powers?,Vector,Vector,1,0.0,0.0,0.0,9,5.13
Describe Seraphine's early passion for music.,Vector,Vector,1,0.0,0.0,0.0,2,5.98
Why did Seraphine initially try to repress her magical powers?,Vector,Vector,1,0.0,0.0,0.0,10,6.31
How did Seraphine get involved in the conflict between Piltover and Zaun?,Vector,Vector,1,0.0,0.0,0.0,4,5.35
How did Seraphine's trips to Zaun influence her music while living in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,6,10.28
How did Seraphine's father's hearing aids enable her to become a performer?,Hybrid,Vector,0,0.0,0.0,0.0,6,6.45
What is the reason Seraphine is nicknamed 'The Traitor'?,Adversarial,Vector,0,0.0,0.0,0.0,0,9.08
Who is Seraphine's brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.4
What are Shaco's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,4.62
In which region does Shaco currently reside?,Graph,Vector,0,0.67,2.0,1.0,0,2.67
List the characters related to Shaco.,Graph,Vector,0,0.0,0.0,0.0,0,2.29
What is Shaco's occupation?,Graph,Vector,0,0.33,1.0,0.5,10,3.82
How did Shaco gain sentience?,Vector,Vector,1,0.33,1.0,0.5,6,3.37
What is known about Shaco's early life?,Vector,Vector,1,0.33,1.0,0.5,0,3.27
What are Shaco's motives behind his crimes?,Vector,Vector,1,0.33,1.0,0.5,0,3.17
Describe Shaco's personality based on his actions.,Vector,Vector,1,0.0,0.0,0.0,5,10.73
"Considering Shaco's unknown origins in Runeterra, what is known about his early life and transformation?",Hybrid,Vector,0,0.0,0.0,0.0,2,20.22
"Given Shaco's known relationships with other entities of chaos, what can be inferred about his nature?",Hybrid,Vector,0,0.0,0.0,0.0,7,9.32
Does Shaco have an older brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.11
Who is Shaco's younger sister?,Adversarial,Vector,0,0.0,0.0,0.0,0,1.97
What are Shen's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,6.2
Where does Shen primarily reside?,Graph,Vector,0,0.0,0.0,0.0,0,2.21
Who is Shen's adopted brother?,Graph,Vector,0,0.0,0.0,0.0,10,2.83
What order does Shen lead?,Graph,Vector,0,0.0,0.0,0.0,10,5.16
What are the core tenets of the Kinkou Order that Shen was taught?,Vector,Vector,1,0.0,0.0,0.0,10,5.7
Describe Shen's early childhood experiences within the Kinkou Order.,Vector,Vector,1,0.0,0.0,0.0,10,15.22
"What significant event occurred involving Shen, his father Kusho, and a servant boy named Govos during Shen's childhood?",Vector,Vector,1,0.0,0.0,0.0,0,7.24
What was Shen's father's motivation for allowing Govos to spar with him and offering him guidance?,Vector,Vector,1,0.0,0.0,0.0,1,2.25
"How did Shen's upbringing in Ionia, particularly his training in the Kinkou Order's tenets, influence his role as an Interplanar Guardian?",Hybrid,Vector,0,0.0,0.0,0.0,10,13.06
"Considering Shen's father, Kusho, took pity on Govos and offered him guidance against Shen, how might this event foreshadow Shen's own future leadership style within the Kinkou Order and his responsibilities?",Hybrid,Vector,0,0.0,0.0,0.0,10,22.95
"The lore mentions Shen's father, Kusho, taking pity on a boy. Was this boy a traitor?",Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.22
What weapons does Shyvana wield?,Graph,Vector,0,0.0,0.0,0.0,0,3.98
In which region does Shyvana currently reside?,Graph,Vector,0,1.0,3.0,1.5,0,5.63
Who is Shyvana's mother?,Graph,Vector,0,0.33,1.0,0.5,10,2.97
Name one character that Shyvana is related to.,Graph,Vector,0,0.0,0.0,0.0,5,3.86
How did Shyvana discover her dragon transformation abilities?,Vector,Vector,1,0.0,0.0,0.0,10,6.1
What led to Shyvana being born as a humanoid girl?,Vector,Vector,1,0.0,0.0,0.0,1,4.67
How did Shyvana cope with being isolated due to her unique nature?,Vector,Vector,1,0.0,0.0,0.0,1,5.96
"Where did Shyvana's mother, Yvva, live?",Vector,Vector,1,0.0,0.0,0.0,5,7.24
Describe Shyvana's origin and her current role in Demacia.,Hybrid,Vector,0,0.0,0.0,0.0,5,16.37
"Explain the relationship between the mage, the stolen egg, and Shyvana's birth.",Hybrid,Vector,0,0.0,0.0,0.0,3,11.21
Who are Shyvana's other parents mentioned in her family history?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.11
List all 'traitors' that Shyvana has encountered or is related to.,Adversarial,Vector,0,0.0,0.0,0.0,0,11.05
What are Singed's primary alchemical weapons?,Graph,Vector,0,0.0,0.0,0.0,10,13.42
In which regions does Singed operate?,Graph,Vector,0,0.0,0.0,0.0,10,7.4
Who is Singed's daughter?,Graph,Vector,0,0.0,0.0,0.0,8,4.32
Who was Singed's respected colleague at Piltover Academy?,Graph,Vector,0,0.0,0.0,0.0,0,4.88
What drove Singed to pursue unethical alchemical experiments?,Vector,Vector,1,0.0,0.0,0.0,0,9.4
What was Singed's role and reputation before his disgrace?,Vector,Vector,1,0.0,0.0,0.0,5,8.62
How did Singed's daughter's death impact his career?,Vector,Vector,1,0.0,0.0,0.0,10,8.18
Describe Singed's transition from Piltover to Zaun.,Vector,Vector,1,0.0,0.0,0.0,1,23.48
How did Singed's experiments in Zaun relate to his past in Piltover and his daughter's fate?,Hybrid,Vector,0,0.0,0.0,0.0,10,13.21
What is the connection between Singed's work in Zaun and his relationship with Heimerdinger?,Hybrid,Vector,0,0.0,0.0,0.0,6,7.87
What was Singed's relationship with his brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,10.66
Who was the traitor that caused Singed's downfall?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.39
List all weapons Sion is known to wield.,Graph,Vector,0,0.33,0.25,0.29,10,5.82
What is Sion's primary region of origin and current residence?,Graph,Vector,0,0.0,0.0,0.0,5,5.23
Identify all characters related to Sion.,Graph,Vector,0,0.0,0.0,0.0,10,5.02
What secret did Diana share with Leona one night that related to ancient societies?,Vector,Vector,1,0.0,0.0,0.0,0,991.0
What was Sion's occupation before becoming an undead weapon?,Graph,Vector,0,0.0,0.0,0.0,10,6.56
Describe the process by which Sion was reanimated after his death.,Vector,Vector,1,0.0,0.0,0.0,10,7.74
How did the hemomancers of the Black Rose affect Sion's mind and body?,Vector,Vector,1,0.0,0.0,0.0,10,7.38
What is Sion's current status?,Vector,Vector,1,0.0,0.0,0.0,10,3.69
How did Sion initially meet his end?,Vector,Vector,1,0.0,0.0,0.0,10,3.85
How did Sion's final battle with Jarvan I of Demacia lead to his reanimation by Noxus's Black Rose?,Hybrid,Vector,0,0.0,0.0,0.0,5,6.95
"What was Sion's role as the 'Hand of Noxus' general during the empire's expansion, and what were his main objectives in that era?",Hybrid,Vector,0,0.0,0.0,0.0,10,7.46
What is the name of Sion's sister?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.0
Who among his comrades betrayed Sion during his campaigns for Noxus?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.63
List Sivir's primary weapons.,Graph,Vector,0,0.33,1.0,0.5,10,4.19
Who is Sivir's ancestor mentioned in her family tree?,Graph,Vector,0,0.67,2.0,1.0,0,8.96
What region is Sivir from?,Graph,Vector,0,0.0,0.0,0.0,0,5.13
Name three characters related to Sivir.,Graph,Vector,0,0.0,0.0,0.0,0,5.57
Describe Sivir's early life struggles on the streets of Shurima.,Vector,Vector,1,0.0,0.0,0.0,0,12.01
What event caused Sivir to distrust others?,Vector,Vector,1,0.33,1.0,0.5,10,7.2
What was Sivir's role among the mercenaries led by Siharo?,Vector,Vector,1,0.0,0.0,0.0,10,4.37
How did Sivir feel about being tricked by Mira?,Vector,Vector,1,0.0,0.0,0.0,10,3.94
What weapon did Sivir primarily use when serving as sergeant for Siharo in Shurima?,Hybrid,Vector,0,0.0,0.0,0.0,10,4.17
How did Sivir reconcile her difficult childhood as a street orphan with her destiny as the Princess of Shurima?,Hybrid,Vector,0,0.0,0.0,0.0,10,12.68
Does Sivir have a brother who is also a mercenary?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.23
Who was the traitor Sivir encountered in the ancient ruins?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.56
What are Skarner's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,5,5.78
In which region does Skarner currently reside?,Graph,Vector,0,0.67,2.0,1.0,10,3.24
List characters related to Skarner.,Graph,Vector,0,0.0,0.0,0.0,10,4.06
What is Skarner's faction?,Graph,Vector,0,1.0,3.0,1.5,10,5.66
How did Skarner learn to detect underground vibrations?,Vector,Vector,1,0.0,0.0,0.0,0,7.52
Describe Skarner's early life and upbringing.,Vector,Vector,1,0.33,1.0,0.5,10,14.8
What was Skarner's reaction to the arrival of humans in Ixtal?,Vector,Vector,1,0.0,0.0,0.0,5,6.13
What species does Skarner belong to?,Vector,Vector,1,0.67,2.0,1.0,0,7.93
How does Skarner's role as a member of the Yun Tal influence his guardianship of Ixtal?,Hybrid,Vector,0,0.0,0.0,0.0,10,13.06
What is the significance of Skarner's broodmother Nixalẹ in his development as a Brackern?,Hybrid,Vector,0,0.67,0.67,0.67,10,10.76
Describe the actions of the outsiders who disrupted the peace of Skarner's homeland.,Adversarial,Vector,0,0.33,0.5,0.4,0,10.29
What are the names of Skarner's direct siblings?,Adversarial,Vector,0,0.33,0.5,0.4,0,5.67
What weapon does Smolder use?,Graph,Vector,0,0.0,0.0,0.0,0,4.11
What regions is Smolder associated with?,Graph,Vector,0,0.0,0.0,0.0,5,5.43
Who are Smolder's known family members?,Graph,Vector,0,0.0,0.0,0.0,10,4.84
List characters related to Smolder.,Graph,Vector,0,0.0,0.0,0.0,10,3.72
Describe Smolder's early life and how he was captured by beastmasters.,Vector,Vector,1,0.0,0.0,0.0,0,18.14
What happened to Smolder's mother after he was captured by beastmasters?,Vector,Vector,1,0.0,0.0,0.0,10,7.04
How did Smolder survive after washing ashore on the island?,Vector,Vector,1,0.0,0.0,0.0,10,6.34
What was the fate of most imperial dragons allied with Camavor during the Ruination?,Vector,Vector,1,0.0,0.0,0.0,4,3.65
Smolder's lineage traces back to Camavor; how does this origin connect to his present situation in Noxus?,Hybrid,Vector,0,0.0,0.0,0.0,10,12.66
"Given Smolder's origin in a fallen kingdom, what is his relationship with other prominent dragons like Shyvana or Aurelion Sol?",Hybrid,Vector,0,0.0,0.0,0.0,0,16.23
Who betrayed Camavor leading to its fall?,Adversarial,Vector,0,0.0,0.0,0.0,1,4.72
What is the name of Smolder's big brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.1
What is the name of Sona's adoptive father?,Graph,Vector,0,0.0,0.0,0.0,7,6.0
In which region does Sona currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,6.17
What is the name of the musical instrument Sona plays?,Graph,Vector,0,0.0,0.0,0.0,0,3.62
List Sona's immediate adoptive family members.,Graph,Vector,0,0.0,0.0,0.0,10,6.14
Describe Sona's childhood at the Ionian monastery.,Vector,Vector,1,0.0,0.0,0.0,7,9.89
What psychological impact did Sona's inability to speak have on her interactions?,Vector,Vector,1,0.0,0.0,0.0,10,8.3
What is Sona's primary role or profession?,Vector,Vector,1,0.0,0.0,0.0,0,8.26
What species is Sona Buvelle?,Vector,Vector,1,0.0,0.0,0.0,10,5.37
How did Sona's discovery of music in Ionia lead to her adoption by House Buvelle in Demacia?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.65
"What role did Sona's adoptive mother, Lestara, play in her life after adoption into House Buvelle?",Hybrid,Vector,0,0.0,0.0,0.0,10,11.19
Tell me about Sona's sister.,Adversarial,Vector,0,0.0,0.0,0.0,10,7.88
Who were Sona's parents?,Adversarial,Vector,0,0.0,0.0,0.0,10,5.49
What are Soraka's celestial weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.81
In which regions does Soraka primarily reside?,Graph,Vector,0,0.0,0.0,0.0,0,3.34
List the characters known to be related to Soraka.,Graph,Vector,0,0.0,0.0,0.0,0,7.54
What is the name of Soraka's pet?,Graph,Vector,0,1.0,3.0,1.5,10,4.94
Why did Soraka choose to descend to the mortal realm?,Vector,Vector,1,0.0,0.0,0.0,0,6.24
What observations did the celestials make about the early inhabitants of Runeterra?,Vector,Vector,1,0.0,0.0,0.0,0,4.99
What was Soraka's primary objective when she first came to Runeterra?,Vector,Vector,1,0.0,0.0,0.0,5,4.14
How did mortals often interact with the guidance provided by the stars?,Vector,Vector,1,0.0,0.0,0.0,9,8.33
"Considering Soraka's celestial origin and her role as a seer, how might her understanding of fate contrast with that of mortals in Ionia?",Hybrid,Vector,0,0.0,0.0,0.0,5,25.57
How does Soraka's mission as a traveling healer in Ionia reflect her early concerns about mortal suffering?,Hybrid,Vector,0,0.0,0.0,0.0,0,8.73
